Source_System,Primary_Label,CURIE,Formal_Label,Concept_Type,Hierarchy_Path,Synonyms,Description,Parent_IDs,Concept_ID,URI,Has_Translation,Status,Crosswalks,Extraction_Date,working_category,review_status
Association of Religion Data Archives,Buddhist Churches of America,ARDA:136,,skos:Concept,US Religious Groups > Buddhism > Buddhist Churches of America,,"Buddhism | Buddhism | Outpost of the largest of the many Japanese Buddhist groups, the Buddhist Churches of America was begun by missionaries who arrived in San Francisco in the 1890s. The group was originally called the Buddhist Mission of North America but took their present name in 1944. Having the continental United States as its territory, it is in fellowship with the Buddhist Churches of Canada and the Honpa Hongwanji Mission of Hawaii.",F107,136,https://www.thearda.com/us-religion/group-profiles/groups?D=136,,active,,2026-03-20 23:11:02,identities,Human Reviewed
Association of Religion Data Archives,Buddhist Compassion Relief Tzu Chi Association,ARDA:137,,skos:Concept,US Religious Groups > Buddhism > Buddhist Compassion Relief Tzu Chi Association,,"Buddhism | Buddhism | The Buddhist Compassion Relief Tzu Chi Association was founded by Cheng Yen, a female dharma. Tzu Chi contains four major missions of charity, medicine, education, and culture. The group has greatly contributed to the rise of a humanistic approach to Chinese Mahayana Buddhism. Tzu Chi is also notable for its female leadership, as the majority of leadership is female at every level.",F107,137,https://www.thearda.com/us-religion/group-profiles/groups?D=137,,active,,2026-03-20 23:11:04,identities,Human Reviewed
Association of Religion Data Archives,Buddhist Mission of North America,ARDA:138,,skos:Concept,US Religious Groups > Buddhism > Buddhist Mission of North America,,"Buddhism | Buddhism | The Buddhist Mission of North America was founded in 1899, and it later changed its name to the Buddhist Churches of America. It remains affiliated with the Jodo Shinshu Hongwanji-ha tradition.",F107,138,https://www.thearda.com/us-religion/group-profiles/groups?D=138,,active,,2026-03-20 23:11:07,identities,Human Reviewed
Association of Religion Data Archives,Buddhist Society for Compassionate Wisdom,ARDA:139,,skos:Concept,US Religious Groups > Buddhism > Buddhist Society for Compassionate Wisdom,,"Buddhism | Buddhism | The Buddhist Society for Compassionate Wisdom, originally known as Zen Lotus Society, was founded by Ven. Samu Sunim. The purpose of the society is to help bring the culture of Buddhism to the West.",F107,139,https://www.thearda.com/us-religion/group-profiles/groups?D=139,,active,,2026-03-20 23:11:09,identities,Human Reviewed
Association of Religion Data Archives,Buddhist Society of America,ARDA:140,,skos:Concept,US Religious Groups > Buddhism > Buddhist Society of America,,"Buddhism | Buddhism | The Buddhist Society of America was founded in 1930 by Sokei-an Sasaki Roshi, the only member who remained in the States from the 1906 failed missionary trip sponsored by Ryomokyo-kai Zen Institute of Tokyo. The association incorporated in 1931 and remains active in New York as the First Zen Institute of America (its name as of 1944). The association is currently lay-led but still practices Rinzai Zen.",F107,140,https://www.thearda.com/us-religion/group-profiles/groups?D=140,,active,,2026-03-20 23:11:12,identities,Human Reviewed
Association of Religion Data Archives,Buddhists,ARDA:141,,skos:Concept,US Religious Groups > Buddhism > Buddhists,,Buddhism | Buddhism | No description available.,F107,141,https://www.thearda.com/us-religion/group-profiles/groups?D=141,,active,,2026-03-20 23:11:15,identities,Human Reviewed
Association of Religion Data Archives,Buffalo Synod,ARDA:142,,skos:Concept,US Religious Groups > Lutheran > Buffalo Synod,,"Unclassified | Lutheran | The Buffalo Synod was founded in 1845. Theologically, the Synod was influenced by the work of Carl Ferdinand Wilhelm Walther. It was part of the 1930 merger that formed the American Lutheran Church.",F90,142,https://www.thearda.com/us-religion/group-profiles/groups?D=142,,active,,2026-03-20 23:11:18,identities,Human Reviewed
Association of Religion Data Archives,Bulgarian Diocese of the Orthodox Church in America,ARDA:627,,skos:Concept,US Religious Groups > Eastern Liturgical (Orthodox) > Bulgarian Diocese of the Orthodox Church in America,,"Orthodox | Eastern Liturgical (Orthodox) | The first wave of Bulgarian immigrants arrived in America in 1903 in the wake of an unsuccessful insurrection in Macedonia aimed at the overthrow of Turkish Ottoman rule. In 1907, the first Bulgarian Orthodox parish, the Church of the Holy Trinity, was established in Madison, IL. In 1937, the Synod of the Church of Bulgaria created the “Bulgarian Diocese of the Americas” with Bishop Andrey (Petkov) being the first ruling bishop of the Diocese. After WWII, the Diocese was swept up in the political changes in Bulgaria, which became a Communist-ruled satellite of the Soviet Union. Conflicts among clergy and laity resulted in a schism in the parishes. From 1964 on, there existed two rival Orthodox Dioceses in the United States that called themselves “Bulgarian Orthodox.” The first – the “Bulgarian Eastern Orthodox Diocese of the USA, Canada, and Australia” – continued to be headed by Bishop Andrey (Petkov) and remained loyal to the Synod of Bulgarian Orthodox Church in Sofia. The second – led by Bishop Cyril (Yonchev) and with an emphasized anti-Communist stance – was called the “Bulgarian Eastern Orthodox Church: Diocese of the United States of America and Canada.” It first joined the Russian Church Outside of Russia, and later (1976) moved into the Orthodox Church in America, becoming the “Bulgarian Diocese of the Orthodox Church in America.” The two rival Bulgarian Orthodox Dioceses continue to co-exist in North America to the present day. The Bulgarian Diocese is part of Orthodox Church in America and one of its three ethnic dioceses (the others being Albanian and Romanian). Therefore, the 2020 statistics of its congregations and adherents are included in the statistics of the Orthodox Church in America.",F89,627,https://www.thearda.com/us-religion/group-profiles/groups?D=627,,active,,2026-03-20 23:11:20,identities,Human Reviewed
Association of Religion Data Archives,"Bulgarian Eastern Orthodox Diocese of the USA, Canada, and Australia",ARDA:143,,skos:Concept,"US Religious Groups > Eastern Liturgical (Orthodox) > Bulgarian Eastern Orthodox Diocese of the USA, Canada, and Australia",,"Orthodox | Eastern Liturgical (Orthodox) | The Bulgarian Eastern Orthodox Diocese of the USA, Canada, and Australia is part of the Bulgarian Orthodox Church, with headquarters in Sofia, Bulgaria. The first wave of Bulgarian immigrants arrived in America in 1903 in the wake of an unsuccessful insurrection in Macedonia aimed at the overthrow of Turkish Ottoman rule. In 1907, the first Bulgarian Orthodox parish, the Church of the Holy Trinity, was established in Madison, IL. In 1937, the Synod of the Church of Bulgaria created the “Bulgarian Diocese of the Americas” with Bishop Andrey (Petkov) being the first ruling bishop of the Diocese. After WWII, the Diocese was swept up in the political changes in Bulgaria, which became a Communist-ruled satellite of the Soviet Union. Conflicts among clergy and laity resulted in a schism in the parishes. From 1964 on, there existed two rival Orthodox Dioceses in the United States, both calling themselves “Bulgarian Orthodox.” The first - the “Bulgarian Eastern Orthodox Diocese of the USA, Canada, and Australia” – continued to be headed by Bishop Andrey (Petkov) and remained loyal to the Synod of the Bulgarian Orthodox Church in Sofia. The second – led by Bishop Cyril (Yonchev) and emphasizing an anti-Communist stance - was called the “Bulgarian Eastern Orthodox Church: Diocese of the United States of America and Canada.” It initially joined the Russian Church Outside of Russia, and later (1976) merged with the Orthodox Church in America, becoming the “Bulgarian Diocese of the Orthodox Church in America.” The two rival Bulgarian Orthodox Dioceses continue to co-exist in North America to the present day. In 1991, Metropolitan Joseph was elected as the ruling bishop of the Bulgarian Eastern Orthodox Diocese of the USA, Canada, and Australia. He continues to hold this position up to the present (2023), which makes him the most senior Orthodox bishop in the USA by number of years being a bishop. In 2000, the Diocese requested the Synod of the Bulgarian Orthodox Church to permit non-Bulgarians to serve as priests in parishes of the Diocese. The request was approved, opening the way for a number of American Orthodox clergy and parishes to join the Diocese. Most of the parishes of the Bulgarian Diocese follow the “old” (Julian) church calendar.",F89,143,https://www.thearda.com/us-religion/group-profiles/groups?D=143,,active,,2026-03-20 23:11:23,identities,Human Reviewed
Association of Religion Data Archives,Burmese (Myanmar) Buddhism,ARDA:144,,skos:Concept,US Religious Groups > Buddhism > Burmese (Myanmar) Buddhism,,Buddhism | Buddhism | No description available.,F107,144,https://www.thearda.com/us-religion/group-profiles/groups?D=144,,active,,2026-03-20 23:11:26,identities,Human Reviewed
Association of Religion Data Archives,Calvary Chapel,ARDA:146,,skos:Concept,US Religious Groups > Pentecostal > Calvary Chapel,,"Evangelical Protestant | Pentecostal | Calvary Chapel is a non-denominational church founded in Costa Mesa, California. In 1965, Pastor Chuck Smith left his expanding church in Corona, CA, to lead the 25-person congregation in Costa Mesa. His ministry attracted hippies and surfers, grew rapidly, and eventually expanded to an international network of churches that emphasizes a non-denominational identity bound by expository preaching.",F94,146,https://www.thearda.com/us-religion/group-profiles/groups?D=146,,active,,2026-03-20 23:11:28,identities,Human Reviewed
Association of Religion Data Archives,"Calvary Pentecostal Church, Inc",ARDA:148,,skos:Concept,"US Religious Groups > Pentecostal > Calvary Pentecostal Church, Inc",,Unclassified | Pentecostal | The Calvary Pentecostal Church was formed in 1931 by a group of Pentecostal ministers in the northwestern United States who longed to inspire a greater reliance on God that they believed was present in former revivals. What was intended as an interdenominational fellowship became a denomination that dissolved sometime after 1970.,F94,148,https://www.thearda.com/us-religion/group-profiles/groups?D=148,,active,,2026-03-20 23:11:31,identities,Human Reviewed
Association of Religion Data Archives,Cambodian Buddhism,ARDA:149,,skos:Concept,US Religious Groups > Buddhism > Cambodian Buddhism,,"Buddhism | Buddhism | Cambodian Buddhism was founded in the United States by Ven. Maha Ghosananda. He fled to the United States due to trouble in Thailand and became the head of the community in Rhode Island. Today, it is the base for establishing Buddhist communities in refugee communities around the world.",F107,149,https://www.thearda.com/us-religion/group-profiles/groups?D=149,,active,,2026-03-20 23:11:33,identities,Human Reviewed
Association of Religion Data Archives,Cambridge Buddhist Association,ARDA:150,,skos:Concept,US Religious Groups > Buddhism > Cambridge Buddhist Association,,"Buddhism | Buddhism | The Cambridge Buddhist Association is a nonsectarian center for lay Buddhist practice and studies. The association was founded after Mr. and Mrs. John Mitchell convinced Daisetz Teitaro Suzuki, a Buddhist scholar, and Dr. Shinichi Hisamatsu to establish a Western-style Zendo. The group dissolved in 2011; however, their space is still used by various Buddhist groups in the area.",F107,150,https://www.thearda.com/us-religion/group-profiles/groups?D=150,,active,,2026-03-20 23:11:36,identities,Human Reviewed
Association of Religion Data Archives,Canadian and American Reformed Churches,ARDA:151,,skos:Concept,US Religious Groups > Presbyterian/Reformed > Canadian and American Reformed Churches,,"Evangelical Protestant | Presbyterian/Reformed | The Canadian and American Reformed Churches form a conservative federation founded in 1950 from immigrants who had previously been part of the Reformed Churches in the Netherlands (Liberated). The federation strictly adheres to the Belgic Confession of Faith, the Heidelberg Catechism, and the Canons of Dort as the foundations of theology.",F91,151,https://www.thearda.com/us-religion/group-profiles/groups?D=151,,active,,2026-03-20 23:11:39,identities,Human Reviewed
Association of Religion Data Archives,Catholic Apostolic Church,ARDA:152,,skos:Concept,US Religious Groups > Other Groups > Catholic Apostolic Church,,"Other | Other Groups | The Catholic Apostolic Church was founded in reaction to remarkable works of the Holy Spirit witnessed by Rev. John McLoed Campbell, the MacDonalds, and others in and before 1830. In response to these events, and friction with Presbyterian, Congregational, and Episcopal Churches, the Catholic Apostolic Church was formed. They attempted to find signs of the end times, construct Biblical governance, and display gifts of the Holy Spirit. It dissolved slowly after the death of the original leaders with only one church remaining sometime after 1936.",F113,152,https://www.thearda.com/us-religion/group-profiles/groups?D=152,,active,,2026-03-20 23:11:41,identities,Human Reviewed
Association of Religion Data Archives,Catholic Apostolic Church in North America,ARDA:1290,,skos:Concept,US Religious Groups > Unclassified > Catholic Apostolic Church in North America,,Mainline Protestant | Unclassified | No description available.,US_RG,1290,https://www.thearda.com/us-religion/group-profiles/groups?D=1290,,active,,2026-03-20 23:11:44,identities,Human Reviewed
Association of Religion Data Archives,Catholic Church,ARDA:708,,skos:Concept,US Religious Groups > Catholic Liturgical > Catholic Church,,"Catholic | Catholic Liturgical | The Catholic Church is centered in the Vatican and is headed by the Pope, also known as the Bishop of Rome. Rome is one of the original five Sees of the Christian Church. It became an important center of Christendom after Emperor Constantine's conversion to Christianity. It separated from the Sees of Constantinople, Antioch, Jerusalem, and Alexandria in 1054. The Catholic Church is the largest Christian communion worldwide. The Catholic Church first colonized what was to become the United States in 1565. Through processes of immigration and evangelism, it became the largest denomination in America in the late nineteenth century and remains so today.",F87,708,https://www.thearda.com/us-religion/group-profiles/groups?D=708,,active,,2026-03-20 23:11:47,identities,Human Reviewed
Association of Religion Data Archives,Center for American Buddhist Practice,ARDA:153,,skos:Concept,US Religious Groups > Buddhism > Center for American Buddhist Practice,,"Buddhism | Buddhism | The Center for American Buddhist Practice (CABP) was founded by Sha'ul Hirschmann, Tom Graham, and Jonathan Lungerich, who are now Buddhist priests. The center was developed as a favorable environment for the American English-speaking community and represents diverse Buddhist traditions. The CABP approaches Buddhist practice in a pragmatic way, but has not abandoned traditional Buddhist ceremonies.",F107,153,https://www.thearda.com/us-religion/group-profiles/groups?D=153,,active,,2026-03-20 23:11:50,identities,Human Reviewed
Association of Religion Data Archives,Center for Buddhist Development,ARDA:154,,skos:Concept,US Religious Groups > Buddhism > Center for Buddhist Development,,"Buddhism | Buddhism | The Center for Buddhist development initially began with meditation sessions for faculty and students of Arizona State University. The founder and director of this community is Rev. Kennard Dhammapala. The center includes programs in practice in meditation, mindfulness, Dhamma study, and community engagement.",F107,154,https://www.thearda.com/us-religion/group-profiles/groups?D=154,,active,,2026-03-20 23:11:53,identities,Human Reviewed
Association of Religion Data Archives,Center for Cultural Judaism,ARDA:1022,,skos:Concept,US Religious Groups > Judaism > Center for Cultural Judaism,,Judaism | Judaism | The Center for Cultural Judaism is a non-theistic group that supports the exploration of historical and modern Jewish identity.,F106,1022,https://www.thearda.com/us-religion/group-profiles/groups?D=1022,,active,,2026-03-20 23:11:55,identities,Human Reviewed
Association of Religion Data Archives,Center for Dzoghen Studies,ARDA:155,,skos:Concept,US Religious Groups > Buddhism > Center for Dzoghen Studies,,"Buddhism | Buddhism | The Center for Dzogchen Studies is a worldwide community that is dedicated to the teachings and practices of the Nyingma lineage. The center teaches the ""Nine Yanas"" of Nyingma Tibetan Buddhism, in which a nature of mind is gradually introduced to the practitioner.",F107,155,https://www.thearda.com/us-religion/group-profiles/groups?D=155,,active,,2026-03-20 23:11:58,identities,Human Reviewed
Association of Religion Data Archives,Center for Spiritual Awareness (CSA),ARDA:216,,skos:Concept,US Religious Groups > Other Groups > Center for Spiritual Awareness (CSA),,"Other | Other Groups | The Center for Spiritual Awareness (CSA), originally established as the Church of the Christian Spiritual Alliance, was founded by H. Edwin O'Neal along with his wife, Lois O'Neal, and William Arnold Lapp. The group's purpose at its founding was to teach the fatherhood of God and brotherhood of a man in light of modern day experience, and it emerged as a highly eclectic organization that combined Christian, psychic, and Eastern insights. Today, meditation seminars are offered several times a year and focus on the teachings of kriya yoga traditions.",F113,216,https://www.thearda.com/us-religion/group-profiles/groups?D=216,,active,,2026-03-20 23:12:00,identities,Human Reviewed
Association of Religion Data Archives,Center for Timeless Wisdom,ARDA:156,,skos:Concept,US Religious Groups > Buddhism > Center for Timeless Wisdom,,"Buddhism | Buddhism | The Center for Timeless Wisdom was founded by Dr. Peter Fenner, a Buddhist scholar who wanted to provide Westerners access to nondualistic Asian Wisdom. The center presents its teachings through dialogues, workshops, and retreats, with the Radiant Mind course at the center of its program.",F107,156,https://www.thearda.com/us-religion/group-profiles/groups?D=156,,active,,2026-03-20 23:12:03,identities,Human Reviewed
Association of Religion Data Archives,Central Baptist Association Ministries,ARDA:157,,skos:Concept,US Religious Groups > Baptist > Central Baptist Association Ministries,,Evangelical Protestant | Baptist | No description available.,F96,157,https://www.thearda.com/us-religion/group-profiles/groups?D=157,,active,,2026-03-20 23:12:06,identities,Human Reviewed
Association of Religion Data Archives,Central Yearly Meeting of Friends,ARDA:693,,skos:Concept,US Religious Groups > Friends/Brethren > Central Yearly Meeting of Friends,,Evangelical Protestant | Friends/Brethren | The Central Yearly Meeting of Friends was formed in 1926 by several meetings in eastern Indiana who were protesting the liberalism of the Five Years Meeting. This group is evangelical and conservative on matters of personal holiness.,F111,693,https://www.thearda.com/us-religion/group-profiles/groups?D=693,,active,,2026-03-20 23:12:09,identities,Human Reviewed
Association of Religion Data Archives,Chabad Judaism,ARDA:1286,,skos:Concept,US Religious Groups > Unclassified > Chabad Judaism,,Judaism | Unclassified | No description available.,US_RG,1286,https://www.thearda.com/us-religion/group-profiles/groups?D=1286,,active,,2026-03-20 23:12:11,identities,Human Reviewed
Association of Religion Data Archives,Chagdud Gonpa Foundation,ARDA:159,,skos:Concept,US Religious Groups > Buddhism > Chagdud Gonpa Foundation,,"Buddhism | Buddhism | The Chagdud Gonpa foundation was founded by Chagdud Tulku Rinpoche. Through the foundation's activities, which include public teachings, retreats, translating, and publishing texts, it is able to uphold the meditation practice of the Nyingma school of Tibetan Buddhism.",F107,159,https://www.thearda.com/us-religion/group-profiles/groups?D=159,,active,,2026-03-20 23:12:14,identities,Human Reviewed
Association of Religion Data Archives,Chan Nhu Buddhist Pagoda,ARDA:160,,skos:Concept,US Religious Groups > Buddhism > Chan Nhu Buddhist Pagoda,,"Buddhism | Buddhism | Chan Nhu Buddhist Pagoda was founded by Aya Chan Nhu and is a center seeking a new way for American Buddhists, especially women. Although the temple began as a Vietnamese center, Chan Nhu believed that the temple would be more useful as an open Buddhist space. It has housed a Chinese Pure Land group, a vipassana meditation group, and many more. Other groups use the facilities for classes, retreats, or weekly meditation sessions.",F107,160,https://www.thearda.com/us-religion/group-profiles/groups?D=160,,active,,2026-03-20 23:12:17,identities,Human Reviewed
Association of Religion Data Archives,Charis Fellowship,ARDA:951,,skos:Concept,US Religious Groups > Friends/Brethren > Charis Fellowship,,"Mainline Protestant | Friends/Brethren | Charis Fellowship was originally founded in the 1930s by former members of the Brethren Church (Ashland, Ohio). It was known as the National Fellowship of Brethren Churches from 1939-1976 and the Fellowship of Grace Brethren Churches from 1976-2017. In 2017, the group assumed its present name.",F111,951,https://www.thearda.com/us-religion/group-profiles/groups?D=951,,active,,2026-03-20 23:12:19,identities,Human Reviewed
Association of Religion Data Archives,Chicago Rimé Center,ARDA:703,,skos:Concept,US Religious Groups > Buddhism > Chicago Rimé Center,,"Buddhism | Buddhism | The Chicago Rimé Center, now known as the Rimé Foundation, was founded in 1997 by Roberto Sanchez and is a western outpost of the Rimé tradition. The foundation supports the practice, development, and integration of Tibetan Buddhism. The Center offers weekly practice sessions and dharma talks.",F107,703,https://www.thearda.com/us-religion/group-profiles/groups?D=703,,active,,2026-03-20 23:12:22,identities,Human Reviewed
Association of Religion Data Archives,Chinese Buddhist Association of Hawaii-Hsu Yun Temple,ARDA:161,,skos:Concept,US Religious Groups > Buddhism > Chinese Buddhist Association of Hawaii-Hsu Yun Temple,,Buddhism | Buddhism | The Chinese Buddhist Association of Hawaii-Hsu Yun Temple was founded after the suggestion by the Hong Kong Chinese Buddhist Association. The temple was named in memory and honor of Ven. Hsu Yun. The grounds of the temple include a main temple for worship and two memorial halls for worshiping ancestors.,F107,161,https://www.thearda.com/us-religion/group-profiles/groups?D=161,,active,,2026-03-20 23:12:24,identities,Human Reviewed
Association of Religion Data Archives,Chinmaya Mission West,ARDA:162,,skos:Concept,US Religious Groups > Hinduism > Chinmaya Mission West,,"Hinduism | Hinduism | Chinmaya Mission West was founded by Swami Chinayananda, who first began sharing his knowledge with the public in 1951. In the 1960s, he first visited the U.S., and by 1975 the Chinmaya Mission West was incorporated. The group is notable for its Vedantic teachings along with its emphasis on knowledge of the Upanishads and the Bhagavad Gita.",F109,162,https://www.thearda.com/us-religion/group-profiles/groups?D=162,,active,,2026-03-20 23:12:27,identities,Human Reviewed
Association of Religion Data Archives,Chishti Sufi Order,ARDA:1097,,skos:Concept,US Religious Groups > Islam > Chishti Sufi Order,,Islam | Islam | The Chishti Sufi Order was founded in India by Muin al-Din Chishti (d.1236).,F108,1097,https://www.thearda.com/us-religion/group-profiles/groups?D=1097,,active,,2026-03-20 23:12:29,identities,Human Reviewed
Association of Religion Data Archives,Chokling Tersar Foundation USA (CTF),ARDA:163,,skos:Concept,US Religious Groups > Buddhism > Chokling Tersar Foundation USA (CTF),,"Buddhism | Buddhism | The Chokling Tersar Foundation USA (CTF), originally known as the America center of the Chokling Tersar, was founded by Tulku Urgyen Rinpoche. The foundation has a lineage in Tibetan Buddhism within the Gelugpa school. The Rangjung Yeshe Gome retreat center was established by the foundation and offers practice, study groups, individual retreats, and religious celebrations.",F107,163,https://www.thearda.com/us-religion/group-profiles/groups?D=163,,active,,2026-03-20 23:12:32,identities,Human Reviewed
Association of Religion Data Archives,Chozen-ji Kyudo,ARDA:259,,skos:Concept,US Religious Groups > Buddhism > Chozen-ji Kyudo,,"Buddhism | Buddhism | Chozen-Ji Kyudo was developed by Omori Roshi, a dharma successor of the Tenryu-ji lineage, and integrates Rinzai Zen training with martial and fine arts. He transmitted the Chozen-Ji lineage to the United States, with the U.S. center placing an emphasis on Kyudo (Zen archery). The group offers three ways to practice, including sesshin, weekly classes, and live-in training. Chozen-ji opened the institute of Zen Studies to spread Zen practices to the West.",F107,259,https://www.thearda.com/us-religion/group-profiles/groups?D=259,,active,,2026-03-20 23:12:34,identities,Human Reviewed
Association of Religion Data Archives,Christ Catholic Church,ARDA:164,,skos:Concept,US Religious Groups > Catholic Liturgical > Christ Catholic Church,,Evangelical Protestant | Catholic Liturgical | The Christ Catholic Church is an independent Old Catholic jurisdiction founded in 1965 by the Most Rev. Karl Pruter.,F87,164,https://www.thearda.com/us-religion/group-profiles/groups?D=164,,active,,2026-03-20 23:12:37,identities,Human Reviewed
Association of Religion Data Archives,Christ Catholic Exarchate of Americas and Eastern Hemisphere,ARDA:165,,skos:Concept,US Religious Groups > Catholic Liturgical > Christ Catholic Exarchate of Americas and Eastern Hemisphere,,"Catholic | Catholic Liturgical | Sometime around the early 1980s, the Old Catholic Archdiocese for the Americas and Europe changed its name to the Christ Catholic Exarchate of Americas and Eastern Hemisphere. Under its new name, the association was led by Peter A. Zurawetzky in New Jersey.",F87,165,https://www.thearda.com/us-religion/group-profiles/groups?D=165,,active,,2026-03-20 23:12:40,identities,Human Reviewed
Association of Religion Data Archives,Christ Community Church of Zion,ARDA:166,,skos:Concept,US Religious Groups > Other Groups > Christ Community Church of Zion,,"Other | Other Groups | The Christ Community Church, formerly known as the Christian Catholic Church, was founded in 1896 by John Alexander Dowie. It is rooted in evangelical Protestantism, though it has borrowed from several traditions. In 1997, the church approved a name change to Christ Community Church, though it still uses its former name (Christian Catholic Church) to refer to its worldwide fellowship and missions work.",F113,166,https://www.thearda.com/us-religion/group-profiles/groups?D=166,,active,,2026-03-20 23:12:43,identities,Human Reviewed
Association of Religion Data Archives,Christ Unity Spiritual Science Church,ARDA:167,,skos:Concept,US Religious Groups > Other Groups > Christ Unity Spiritual Science Church,,"Other | Other Groups | Unity Worldwide Ministries was founded by Myrtle and Charles Fillmore, originally as the Society of Silent Help (by Myrtle in 1890) and the magazine Modern Thought (by Charles in 1889). Myrtle’s own healing from tuberculosis, brought on by following the teaching of Eugene B. Weeks, catalyzed her foundation of the Society of Silent Help. Emma Curtis Hopkins later influenced the couple; in response, Charles changed his magazine to Christian Science Thought. By 1891, Unity magazine was founded (replacing the former) and the Society of Silent Help was renamed Silent Unity. In 1914, the Unity Tract Society and Silent Unity became the Unity School of Christianity. Unity Worldwide Ministries (named in 2011) was formed as a separate organization for the governance and assistance of Unity’s affiliated religious leaders. Unity offers assistance to people of many faith backgrounds.",F113,167,https://www.thearda.com/us-religion/group-profiles/groups?D=167,,active,,2026-03-20 23:12:45,identities,Human Reviewed
Association of Religion Data Archives,Christ's Sanctified Holy Church,ARDA:182,,skos:Concept,US Religious Groups > Holiness > Christ's Sanctified Holy Church,,"Evangelical Protestant | Holiness | Christ's Sanctified Holy Church was organized in 1892. The Church founders separated from the Methodist Episcopal Church over disagreements concerning the influence of holiness-theology on the new group. The church exists today across the southeastern United States. The association has a strong loyalty to the King James Version of the Bible, and they do not administer water baptisms or communion.",F93,182,https://www.thearda.com/us-religion/group-profiles/groups?D=182,,active,,2026-03-20 23:12:48,identities,Human Reviewed
Association of Religion Data Archives,Christadelphians,ARDA:168,,skos:Concept,US Religious Groups > Other Groups > Christadelphians,,"Other Christians | Other Groups | The Christadelphians were founded in 1844 by Dr. John Thomas. They deny the divinity of Jesus Christ and aspire to study scripture accurately in congregations not ruled by employed clergy. In 1898, there was a controversy over an amendment on eschatology in their statement of faith. This has left a lasting schism among Christadelphians in the United States between the Central and Unamended Christadelphians.",F113,168,https://www.thearda.com/us-religion/group-profiles/groups?D=168,,active,,2026-03-20 23:12:50,identities,Human Reviewed
Association of Religion Data Archives,Christian and Missionary Alliance,ARDA:169,,skos:Concept,US Religious Groups > Holiness > Christian and Missionary Alliance,,"Evangelical Protestant | Holiness | The Christian and Missionary Alliance was founded in 1897 as a merger of the Christian Alliance and the Evangelical Missionary Alliance, both founded by Albert B. Simpson.",F93,169,https://www.thearda.com/us-religion/group-profiles/groups?D=169,,active,,2026-03-20 23:12:53,identities,Human Reviewed
Association of Religion Data Archives,Christian Apostolic Church,ARDA:1212,,skos:Concept,US Religious Groups > Froehlich Churches > Christian Apostolic Church,,Evangelical Protestant | Froehlich Churches | No description available.,F116,1212,https://www.thearda.com/us-religion/group-profiles/groups?D=1212,,active,,2026-03-20 23:12:56,identities,Human Reviewed
Association of Religion Data Archives,Christian Brethren (Plymouth Brethren),ARDA:170,,skos:Concept,US Religious Groups > Independent Fundamentalist > Christian Brethren (Plymouth Brethren),,"Evangelical Protestant | Independent Fundamentalist | The Christian or Open Brethren is one branch of the movement (popularly called the Plymouth Brethren) begun in England in the 1820s, largely influenced by John Nelson Darby. It has been more open to cooperation with believers in non-Brethren organizations. They do not have central governance and have historically preferred to avoid denominational titles. They were recognized in the United States in the 1926.",F97,170,https://www.thearda.com/us-religion/group-profiles/groups?D=170,,active,,2026-03-20 23:12:59,identities,Human Reviewed
Association of Religion Data Archives,Christian Catholic Church,ARDA:171,,skos:Concept,US Religious Groups > Other Groups > Christian Catholic Church,,"Other | Other Groups | The Christian Catholic Church, also known as the Christian Catholic Rite of Community Churches, was founded in 1896 by John Alexander Dowie. In 1997, the church approved a name change to Christ Community Church, though it still uses this name (Christian Catholic Church) to refer to its worldwide fellowship and missions work.",F113,171,https://www.thearda.com/us-religion/group-profiles/groups?D=171,,active,,2026-03-20 23:13:02,identities,Human Reviewed
Association of Religion Data Archives,Christian Church,ARDA:172,,skos:Concept,US Religious Groups > Congregationalists (United Church of Christ) > Christian Church,,"Unclassified | Congregationalists (United Church of Christ) | The Christian Church formed officially from a general convention in 1833 that united churches as old as the 1794 church started by James O'Kelly. The Churches united around desires for non-sectarian unity and identification as merely Christian Churches. In 1931, the Christian Church merged with the Congregational Churches. In 1957, the General Council of Congregational and Christian Churches was part of the merger that formed the United Church of Christ.",F114,172,https://www.thearda.com/us-religion/group-profiles/groups?D=172,,active,,2026-03-20 23:13:04,identities,Human Reviewed
Association of Religion Data Archives,Restorationists,ARDA:F115,,skos:Concept,US Religious Groups > Restorationists,,A structural family category within the Mainline Protestant tradition.,US_RG,F115,https://www.thearda.com/us-religion/group-profiles/families?F=115,,active,,2026-03-20 23:13:06,identities,Human Reviewed
Association of Religion Data Archives,Christian Church (Disciples of Christ),ARDA:173,,skos:Concept,US Religious Groups > Restorationists > Christian Church (Disciples of Christ),,Mainline Protestant | Restorationists | The Christian Church (Disciples of Christ) is one of several large groups that has grown out of the Restoration Movement begun in the early 19th century by Barton Stone and Thomas and Alexander Campbell.,F115,173,https://www.thearda.com/us-religion/group-profiles/groups?D=173,,active,,2026-03-20 23:13:07,identities,Human Reviewed
